station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
46 STREET,6,93,120,44,0,0,1,28,17,165,20,32,68,195,0,263
7,6,90,113,43,0,0,1,27,17,156,20,31,66,186,0,252
"M,R",0,3,7,1,0,0,0,1,0,9,0,1,2,9,0,11
52 STREET,0,14,12,3,0,0,0,4,0,20,3,2,8,21,0,29
7,0,14,12,3,0,0,0,4,0,20,3,2,8,21,0,29
61 ST.-WOODSIDE,0,24,22,5,0,1,0,3,5,37,3,4,8,44,0,52
7,0,24,22,5,0,1,0,3,5,37,3,4,8,44,0,52
63 DRIVE-REGO PARK,0,3,2,0,1,0,0,1,0,5,0,0,3,3,0,6
"M,R",0,3,2,0,1,0,0,1,0,5,0,0,3,3,0,6
65 STREET,0,1,2,0,0,0,0,0,0,3,0,0,0,3,0,3
"M,R",0,1,2,0,0,0,0,0,0,3,0,0,0,3,0,3
67 AVENUE,1,0,2,1,0,0,0,0,1,2,0,1,2,2,0,4
"M,R",1,0,2,1,0,0,0,0,1,2,0,1,2,2,0,4
69 STREET,3,74,94,30,3,0,0,18,2,163,13,8,25,179,0,204
7,3,74,94,30,3,0,0,18,2,163,13,8,25,179,0,204
71 AVE.-FOREST HILLS,5,14,15,2,1,0,1,2,13,12,2,7,12,25,0,37
"E,F,M,R",5,14,15,2,1,0,1,2,13,12,2,7,12,25,0,37
74 ST.-BROADWAY,4,155,239,73,5,1,2,48,15,364,31,17,102,374,1,477
7,4,155,239,73,5,1,2,48,15,364,31,17,102,374,1,477
75 AVENUE,0,3,1,0,0,0,0,0,2,2,0,0,1,3,0,4
"E,F",0,3,1,0,0,0,0,0,2,2,0,0,1,3,0,4
75 ST.-ELDERTS LANE,0,0,2,1,0,0,0,1,1,1,0,0,0,3,0,3
"J,Z",0,0,2,1,0,0,0,1,1,1,0,0,0,3,0,3
80 STREET,1,4,12,9,0,0,0,3,2,17,3,1,1,25,0,26
A,1,4,12,9,0,0,0,3,2,17,3,1,1,25,0,26
82 ST.-JACKSON HEIGHTS,4,64,133,32,2,1,0,9,1,208,7,11,55,181,0,236
7,4,64,133,32,2,1,0,9,1,208,7,11,55,181,0,236
85 ST.-FOREST PKWY.,0,1,5,3,0,0,0,0,0,8,0,1,2,7,0,9
J,0,1,5,3,0,0,0,0,0,8,0,1,2,7,0,9
88 STREET,1,0,2,2,0,0,0,0,1,4,0,0,0,5,0,5
A,1,0,2,2,0,0,0,0,1,4,0,0,0,5,0,5
90 ST.-ELMHURST AVE.,2,69,113,54,0,0,1,10,1,214,10,2,44,194,0,238
7,2,69,113,54,0,0,1,10,1,214,10,2,44,194,0,238
AQUEDUCT-NORTH CONDUIT AVE.,0,3,2,1,0,0,0,1,2,2,1,0,1,5,0,6
A,0,3,2,1,0,0,0,1,2,2,1,0,1,5,0,6
AQUEDUCT-RACETRACK,0,4,19,25,4,0,1,18,23,6,3,1,12,40,0,52
A,0,4,19,25,4,0,1,18,23,6,3,1,12,40,0,52
ASTORIA BLVD.,1,10,13,4,0,0,0,2,3,14,2,7,3,25,0,28
"N,Q",1,10,13,4,0,0,0,2,3,14,2,7,3,25,0,28
BEACH 105 STREET,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,2
"A,S",0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,2
BEACH 25 STREET,0,3,2,2,0,0,0,1,3,3,0,0,1,6,0,7
A,0,3,2,2,0,0,0,1,3,3,0,0,1,6,0,7
BEACH 36 STREET,0,3,3,0,0,0,0,0,3,3,0,0,0,6,0,6
A,0,3,3,0,0,0,0,0,3,3,0,0,0,6,0,6
BEACH 44 STREET,0,1,3,3,0,0,0,0,4,1,0,2,1,6,0,7
A,0,1,3,3,0,0,0,0,4,1,0,2,1,6,0,7
BEACH 60 STREET,0,5,5,6,0,0,0,0,12,3,1,0,2,14,0,16
A,0,5,5,6,0,0,0,0,12,3,1,0,2,14,0,16
BEACH 67 STREET,1,21,16,3,0,1,1,1,20,13,1,6,6,36,0,42
A,1,21,16,3,0,1,1,1,20,13,1,6,6,36,0,42
BEACH 90 STREET,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
"A,S",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
BEACH 98 STREET,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"A,S",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
BROAD CHANNEL,0,2,1,0,0,0,0,0,1,1,0,1,0,3,0,3
"A,S",0,2,1,0,0,0,0,0,1,1,0,1,0,3,0,3
BROADWAY,0,5,5,4,0,0,0,1,0,8,1,4,1,13,0,14
"N,Q",0,5,5,4,0,0,0,1,0,8,1,4,1,13,0,14
COURT SQUARE,0,4,2,0,0,0,0,0,1,3,2,0,3,3,0,6
G,0,4,2,0,0,0,0,0,1,3,2,0,3,3,0,6
DITMARS BLVD.-ASTORIA,2,19,33,7,0,0,0,5,6,34,3,13,10,51,0,61
"N,Q",2,19,33,7,0,0,0,5,6,34,3,13,10,51,0,61
ELMHURST AVE.,1,13,11,4,1,0,0,12,0,15,3,0,5,25,0,30
"M,R",1,13,11,4,1,0,0,12,0,15,3,0,5,25,0,30
FAR ROCKAWAY-MOTT AVE.,2,28,61,14,0,0,0,2,45,49,6,3,16,88,1,105
A,2,28,61,14,0,0,0,2,45,49,6,3,16,88,1,105
GRAND AVE.-NEWTON,1,8,26,9,0,0,0,15,2,18,7,2,14,30,0,44
"M,R",1,8,26,9,0,0,0,15,2,18,7,2,14,30,0,44
HOWARD BEACH-JFK AIRPORT,0,1,2,1,0,0,0,0,3,0,1,0,1,3,0,4
A,0,1,2,1,0,0,0,0,3,0,1,0,1,3,0,4
HUNTERS POINT AVENUE,0,4,2,1,0,0,0,2,1,0,1,3,1,6,0,7
7,0,4,2,1,0,0,0,2,1,0,1,3,1,6,0,7
JAMAICA-VAN WYCK,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
E,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
JUNCTION BLVD.,7,126,223,53,1,1,0,3,4,377,13,14,82,328,1,411
7,7,126,223,53,1,1,0,3,4,377,13,14,82,328,1,411
LEFFERTS BLVD.,0,2,6,4,1,0,0,2,4,3,3,1,4,9,0,13
A,0,2,6,4,1,0,0,2,4,3,3,1,4,9,0,13
MAIN ST.-FLUSHING,6,94,107,42,2,0,0,29,12,182,13,15,57,194,0,251
7,6,94,107,42,2,0,0,29,12,182,13,15,57,194,0,251
NORTHERN BLVD.,0,2,5,2,0,0,0,2,1,6,0,0,0,8,1,9
"M,R",0,2,5,2,0,0,0,2,1,6,0,0,0,8,1,9
PARSONS BLVD.,0,17,30,12,0,0,1,3,21,27,6,1,10,49,0,59
F,0,17,30,12,0,0,1,3,21,27,6,1,10,49,0,59
PARSONS/ARCHER-JAMAICA CENTER,0,19,31,5,0,0,0,0,23,30,2,0,13,42,0,55
"E,J,Z",0,19,31,5,0,0,0,0,23,30,2,0,13,42,0,55
QUEENS PLAZA,0,8,8,6,0,0,0,5,0,14,0,3,5,17,0,22
"E,M,R",0,8,8,6,0,0,0,5,0,14,0,3,5,17,0,22
QUEENSBORO PLAZA,1,28,49,10,3,0,0,11,7,64,3,6,19,72,0,91
"N,Q,7",1,28,49,10,3,0,0,11,7,64,3,6,19,72,0,91
ROCKAWAY BLVD.,1,30,44,16,1,1,3,7,29,42,5,7,17,76,0,93
A,1,30,44,16,1,1,3,7,29,42,5,7,17,76,0,93
ROCKAWAY PARK-BEACH 116 ST.,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"A,S",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
ROOSEVELT AVE.-JACKSON HEIGHTS,7,140,214,71,3,0,2,58,12,323,20,20,86,346,3,435
"E,F,M,R",7,140,214,71,3,0,2,58,12,323,20,20,86,346,3,435
ROOSEVELT ISLAND,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
F,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
STEINWAY ST.,0,3,5,0,0,0,0,0,1,5,1,1,2,6,0,8
"M,R",0,3,5,0,0,0,0,0,1,5,1,1,2,6,0,8
SUTPHIN BLVD.,4,70,70,34,2,0,0,24,18,111,19,8,39,140,1,180
F,4,70,70,34,2,0,0,24,18,111,19,8,39,140,1,180
SUTPHIN BLVD.-ARCHER AVE.,4,38,74,26,2,0,0,7,49,57,16,15,34,109,1,144
"E,J,Z",4,38,74,26,2,0,0,7,49,57,16,15,34,109,1,144
UNION TURNPIKE-KEW GARDENS,3,29,26,20,1,0,0,10,14,44,5,6,19,60,0,79
"E,F",3,29,26,20,1,0,0,10,14,44,5,6,19,60,0,79
VAN WYCK BLVD.-BRIARWOOD,0,2,1,4,0,0,0,1,0,3,1,2,1,6,0,7
"E,F",0,2,1,4,0,0,0,1,0,3,1,2,1,6,0,7
VERNON BLVD.-JACKSON AVE.,2,18,18,6,0,0,0,9,2,18,6,9,17,27,0,44
7,2,18,18,6,0,0,0,9,2,18,6,9,17,27,0,44
WILLETS POINT-SHEA STADIUM,0,3,8,1,0,0,0,0,1,9,0,2,1,11,0,12
7,0,3,8,1,0,0,0,0,1,9,0,2,1,11,0,12
WOODHAVEN BLVD.,5,32,36,16,1,0,0,7,13,56,7,7,23,66,1,90
"J,Z",0,4,1,1,0,0,0,0,1,5,0,0,1,5,0,6
"M,R",5,28,35,15,1,0,0,7,12,51,7,7,22,61,1,84
