station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
45 ROAD-COURT HOUSE SQUARE,1,2,9,2,0,0,0,2,0,8,3,1,3,11,0,14
7,1,2,9,2,0,0,0,2,0,8,3,1,3,11,0,14
46 STREET,2,57,102,43,1,0,0,25,15,121,24,20,42,161,2,205
7,2,51,96,39,1,0,0,23,12,115,23,16,38,149,2,189
"M,R",0,6,6,4,0,0,0,2,3,6,1,4,4,12,0,16
52 STREET,0,7,26,14,1,0,0,6,2,26,9,5,19,29,0,48
7,0,7,26,14,1,0,0,6,2,26,9,5,19,29,0,48
61 ST.-WOODSIDE,0,11,24,11,0,0,1,4,3,32,4,2,9,37,0,46
7,0,11,24,11,0,0,1,4,3,32,4,2,9,37,0,46
63 DRIVE-REGO PARK,0,0,2,1,0,0,0,0,0,1,0,2,2,1,0,3
"M,R",0,0,2,1,0,0,0,0,0,1,0,2,2,1,0,3
65 STREET,0,0,4,2,0,0,1,1,0,4,0,0,1,5,0,6
"M,R",0,0,4,2,0,0,1,1,0,4,0,0,1,5,0,6
67 AVENUE,0,0,1,3,0,0,0,1,0,1,0,2,3,1,0,4
"M,R",0,0,1,3,0,0,0,1,0,1,0,2,3,1,0,4
69 STREET,5,60,149,49,3,0,1,28,9,208,13,7,44,221,1,266
7,5,60,149,49,3,0,1,28,9,208,13,7,44,221,1,266
71 AVE.-FOREST HILLS,1,9,20,5,0,0,0,1,8,15,2,9,8,27,0,35
"E,F,M,R",1,9,20,5,0,0,0,1,8,15,2,9,8,27,0,35
74 ST.-BROADWAY,6,97,148,47,4,0,0,37,16,217,17,15,55,246,1,302
7,6,97,148,47,4,0,0,37,16,217,17,15,55,246,1,302
75 AVENUE,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2
"E,F",0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2
75 ST.-ELDERTS LANE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"J,Z",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
80 STREET,0,7,9,6,1,0,0,3,4,13,2,1,4,19,0,23
A,0,7,9,6,1,0,0,3,4,13,2,1,4,19,0,23
82 ST.-JACKSON HEIGHTS,9,125,199,55,5,1,0,12,15,338,11,18,85,307,2,394
7,9,125,199,55,5,1,0,12,15,338,11,18,85,307,2,394
85 ST.-FOREST PKWY.,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,2
J,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,2
88 STREET,0,6,11,5,2,0,0,2,6,12,3,1,1,23,0,24
A,0,6,11,5,2,0,0,2,6,12,3,1,1,23,0,24
90 ST.-ELMHURST AVE.,1,86,174,69,2,1,0,12,3,293,18,7,79,253,1,333
7,1,86,174,69,2,1,0,12,3,293,18,7,79,253,1,333
AQUEDUCT-NORTH CONDUIT AVE.,0,1,2,0,0,0,0,2,0,1,0,0,1,2,0,3
A,0,1,2,0,0,0,0,2,0,1,0,0,1,2,0,3
AQUEDUCT-RACETRACK,0,3,12,22,9,0,1,11,13,17,2,2,12,34,0,46
A,0,3,12,22,9,0,1,11,13,17,2,2,12,34,0,46
ASTORIA BLVD.,0,5,12,3,0,1,0,1,3,11,3,3,1,20,0,21
"N,Q",0,5,12,3,0,1,0,1,3,11,3,3,1,20,0,21
BEACH 25 STREET,0,8,3,3,0,0,0,0,12,2,0,0,1,13,0,14
A,0,8,3,3,0,0,0,0,12,2,0,0,1,13,0,14
BEACH 36 STREET,0,5,6,3,0,0,0,0,8,5,0,1,2,12,0,14
A,0,5,6,3,0,0,0,0,8,5,0,1,2,12,0,14
BEACH 44 STREET,0,1,1,1,0,0,0,0,1,1,0,1,1,2,0,3
A,0,1,1,1,0,0,0,0,1,1,0,1,1,2,0,3
BEACH 60 STREET,0,0,5,2,0,0,0,0,5,1,1,0,0,7,0,7
A,0,0,5,2,0,0,0,0,5,1,1,0,0,7,0,7
BEACH 67 STREET,0,8,15,5,0,0,0,0,18,4,1,5,5,23,0,28
A,0,8,15,5,0,0,0,0,18,4,1,5,5,23,0,28
BEACH 98 STREET,0,1,0,2,1,0,0,0,2,2,0,0,0,4,0,4
"A,S",0,1,0,2,1,0,0,0,2,2,0,0,0,4,0,4
BROADWAY,0,0,3,1,0,0,0,0,1,3,0,0,0,4,0,4
"N,Q",0,0,3,1,0,0,0,0,1,3,0,0,0,4,0,4
COURT SQUARE,0,3,4,2,0,0,0,2,1,6,0,0,2,7,0,9
G,0,3,4,2,0,0,0,2,1,6,0,0,2,7,0,9
DISTRICT 20 OFFICE,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
N/A,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
DISTRICT 23 OFFICE,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
N/A,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
DITMARS BLVD.-ASTORIA,0,16,10,3,0,0,0,1,2,18,2,6,7,22,0,29
"N,Q",0,16,10,3,0,0,0,1,2,18,2,6,7,22,0,29
ELMHURST AVE.,0,9,15,8,0,0,0,6,0,19,4,3,11,21,0,32
"M,R",0,9,15,8,0,0,0,6,0,19,4,3,11,21,0,32
FAR ROCKAWAY-MOTT AVE.,2,41,67,33,6,0,1,1,77,58,3,9,22,127,0,149
A,2,41,67,33,6,0,1,1,77,58,3,9,22,127,0,149
GRAND AVE.-NEWTON,0,1,6,3,0,0,1,4,1,2,1,1,2,8,0,10
"M,R",0,1,6,3,0,0,1,4,1,2,1,1,2,8,0,10
HUNTERS POINT AVENUE,0,0,4,2,0,0,0,0,0,4,1,1,1,5,0,6
7,0,0,4,2,0,0,0,0,0,4,1,1,1,5,0,6
JUNCTION BLVD.,3,122,249,65,5,0,0,7,5,414,10,8,112,331,1,444
7,3,122,249,65,5,0,0,7,5,414,10,8,112,331,1,444
LEFFERTS BLVD.,0,2,5,7,1,0,0,2,10,1,1,1,2,13,0,15
A,0,2,5,7,1,0,0,2,10,1,1,1,2,13,0,15
MAIN ST.-FLUSHING,5,146,179,71,6,1,1,71,20,275,27,14,120,287,1,408
7,5,146,179,71,6,1,1,71,20,275,27,14,120,287,1,408
OFF-SYSTEM,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
OFF-SYSTEM,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
PARSONS BLVD.,0,6,8,4,0,0,0,0,2,10,3,3,6,12,0,18
F,0,6,8,4,0,0,0,0,2,10,3,3,6,12,0,18
PARSONS/ARCHER-JAMAICA CENTER,2,16,17,8,0,1,0,1,22,16,3,2,4,40,0,44
"E,J,Z",2,16,17,8,0,1,0,1,22,16,3,2,4,40,0,44
QUEENS PLAZA,0,6,5,2,0,0,0,2,0,10,0,1,1,12,0,13
"E,M,R",0,6,5,2,0,0,0,2,0,10,0,1,1,12,0,13
QUEENSBORO PLAZA,0,19,20,8,0,0,0,6,6,24,2,9,17,30,0,47
"N,Q,7",0,19,20,8,0,0,0,6,6,24,2,9,17,30,0,47
ROCKAWAY BLVD.,1,17,40,18,2,0,0,5,26,37,3,7,17,61,0,78
A,1,17,40,18,2,0,0,5,26,37,3,7,17,61,0,78
ROCKAWAY PARK-BEACH 116 ST.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"A,S",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
ROOSEVELT AVE.-JACKSON HEIGHTS,5,90,150,58,5,1,7,76,15,165,30,16,75,233,1,309
"E,F,M,R",5,90,150,58,5,1,7,76,15,165,30,16,75,233,1,309
ROOSEVELT ISLAND,0,3,0,0,0,0,0,0,0,2,1,0,1,2,0,3
F,0,3,0,0,0,0,0,0,0,2,1,0,1,2,0,3
STEINWAY ST.,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,3
"M,R",0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,3
SUTPHIN BLVD.,1,13,25,13,0,0,2,6,5,29,4,6,9,43,0,52
F,1,13,25,13,0,0,2,6,5,29,4,6,9,43,0,52
SUTPHIN BLVD.-ARCHER AVE.,2,52,121,78,14,0,0,25,62,80,44,56,97,167,3,267
"E,J,Z",2,52,121,78,14,0,0,25,62,80,44,56,97,167,3,267
UNION TURNPIKE-KEW GARDENS,0,10,22,2,2,0,0,1,3,24,2,6,14,22,0,36
"E,F",0,10,22,2,2,0,0,1,3,24,2,6,14,22,0,36
VAN WYCK BLVD.-BRIARWOOD,0,2,2,1,1,0,0,2,0,3,0,1,3,3,0,6
"E,F",0,2,2,1,1,0,0,2,0,3,0,1,3,3,0,6
VERNON BLVD.-JACKSON AVE.,0,3,0,2,0,0,0,1,0,4,0,0,1,4,0,5
7,0,3,0,2,0,0,0,1,0,4,0,0,1,4,0,5
WILLETS POINT-SHEA STADIUM,1,3,12,1,0,0,0,0,2,12,1,2,2,15,0,17
7,1,3,12,1,0,0,0,0,2,12,1,2,2,15,0,17
WOODHAVEN BLVD.,0,24,39,18,0,0,1,11,13,41,9,6,20,60,1,81
"J,Z",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"M,R",0,24,39,17,0,0,1,11,13,40,9,6,19,60,1,80
