station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
39 AVENUE,0,1,0,2,0,0,0,0,2,0,0,1,0,3,0,3
"N,Q",0,1,0,2,0,0,0,0,2,0,0,1,0,3,0,3
40 STREET,0,4,6,2,0,0,0,1,1,9,0,1,3,9,0,12
7,0,4,6,2,0,0,0,1,1,9,0,1,3,9,0,12
45 ROAD-COURT HOUSE SQUARE,0,2,2,0,0,0,0,1,0,2,1,0,1,3,0,4
7,0,2,2,0,0,0,0,1,0,2,1,0,1,3,0,4
46 STREET,1,54,72,23,6,0,0,14,8,97,13,24,29,125,2,156
7,1,35,43,18,3,0,0,8,5,67,9,11,18,81,1,100
"M,R",0,19,29,5,3,0,0,6,3,30,4,13,11,44,1,56
52 STREET,0,13,21,15,0,0,0,9,0,31,3,6,12,37,0,49
7,0,13,21,15,0,0,0,9,0,31,3,6,12,37,0,49
61 ST.-WOODSIDE,1,27,41,18,2,0,1,16,2,61,5,4,23,66,0,89
7,1,27,41,18,2,0,1,16,2,61,5,4,23,66,0,89
63 DRIVE-REGO PARK,0,1,3,7,1,0,0,3,1,1,1,6,9,3,0,12
"M,R",0,1,3,7,1,0,0,3,1,1,1,6,9,3,0,12
65 STREET,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"M,R",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
67 AVENUE,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,2
"M,R",0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,2
69 STREET,1,40,53,20,1,0,0,13,2,94,3,3,14,100,1,115
7,1,40,53,20,1,0,0,13,2,94,3,3,14,100,1,115
71 AVE.-FOREST HILLS,0,15,14,6,1,0,0,7,4,10,8,7,11,25,0,36
"E,F,M,R",0,15,14,6,1,0,0,7,4,10,8,7,11,25,0,36
74 ST.-BROADWAY,2,49,79,41,7,1,1,30,5,115,18,10,35,143,1,179
7,2,49,79,41,7,1,1,30,5,115,18,10,35,143,1,179
75 AVENUE,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,2
"E,F",0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,2
75 ST.-ELDERTS LANE,0,1,3,4,0,0,0,0,0,8,0,0,2,6,0,8
"J,Z",0,1,3,4,0,0,0,0,0,8,0,0,2,6,0,8
80 STREET,0,5,5,4,1,0,0,2,3,6,3,1,5,10,0,15
A,0,5,5,4,1,0,0,2,3,6,3,1,5,10,0,15
82 ST.-JACKSON HEIGHTS,2,133,237,77,15,2,0,19,10,407,10,20,89,376,1,466
7,2,133,237,77,15,2,0,19,10,407,10,20,89,376,1,466
85 ST.-FOREST PKWY.,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3
J,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3
88 STREET,0,7,4,6,1,0,0,1,9,6,1,1,0,18,0,18
A,0,7,4,6,1,0,0,1,9,6,1,1,0,18,0,18
90 ST.-ELMHURST AVE.,3,92,202,102,19,1,3,23,7,344,27,15,106,310,3,419
7,3,92,202,102,19,1,3,23,7,344,27,15,106,310,3,419
AQUEDUCT-NORTH CONDUIT AVE.,0,0,0,5,0,0,0,1,2,0,1,1,0,5,0,5
A,0,0,0,5,0,0,0,1,2,0,1,1,0,5,0,5
AQUEDUCT-RACETRACK,0,5,9,16,5,0,0,4,13,8,4,6,5,30,0,35
A,0,5,9,16,5,0,0,4,13,8,4,6,5,30,0,35
ASTORIA BLVD.,0,17,30,9,3,0,0,8,2,28,9,12,10,49,0,59
"N,Q",0,17,30,9,3,0,0,8,2,28,9,12,10,49,0,59
BEACH 25 STREET,1,4,6,2,0,0,0,0,8,2,2,1,3,10,0,13
A,1,4,6,2,0,0,0,0,8,2,2,1,3,10,0,13
BEACH 36 STREET,0,1,5,0,0,0,0,0,3,2,1,0,0,6,0,6
A,0,1,5,0,0,0,0,0,3,2,1,0,0,6,0,6
BEACH 44 STREET,1,3,0,3,0,0,0,0,4,2,1,0,3,3,1,7
A,1,3,0,3,0,0,0,0,4,2,1,0,3,3,1,7
BEACH 60 STREET,0,5,10,5,3,1,0,0,20,1,2,1,2,22,0,24
A,0,5,10,5,3,1,0,0,20,1,2,1,2,22,0,24
BEACH 67 STREET,0,9,8,5,2,0,0,0,16,7,1,0,3,21,0,24
A,0,9,8,5,2,0,0,0,16,7,1,0,3,21,0,24
BEACH 90 STREET,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,2
"A,S",0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,2
BEACH 98 STREET,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2
"A,S",0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2
BROAD CHANNEL,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,2
"A,S",0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,2
BROADWAY,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,2
"N,Q",0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,2
COURT SQUARE,0,0,7,2,0,0,0,2,1,3,1,2,2,7,0,9
G,0,0,7,2,0,0,0,2,1,3,1,2,2,7,0,9
DISTRICT 20 OFFICE,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
N/A,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DITMARS BLVD.-ASTORIA,0,4,3,1,0,0,0,0,0,6,1,1,2,6,0,8
"N,Q",0,4,3,1,0,0,0,0,0,6,1,1,2,6,0,8
ELMHURST AVE.,0,8,31,9,3,0,0,12,0,31,5,3,6,45,0,51
"M,R",0,8,31,9,3,0,0,12,0,31,5,3,6,45,0,51
FAR ROCKAWAY-MOTT AVE.,2,40,72,36,3,0,0,3,88,52,7,3,27,126,0,153
A,2,40,72,36,3,0,0,3,88,52,7,3,27,126,0,153
GRAND AVE.-NEWTON,0,8,13,3,1,0,0,5,0,13,1,6,6,19,0,25
"M,R",0,8,13,3,1,0,0,5,0,13,1,6,6,19,0,25
HOWARD BEACH-JFK AIRPORT,0,2,2,1,0,0,0,0,3,1,0,1,0,5,0,5
A,0,2,2,1,0,0,0,0,3,1,0,1,0,5,0,5
HUNTERS POINT AVENUE,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
7,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
JAMAICA-VAN WYCK,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,2
E,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,2
JUNCTION BLVD.,1,69,103,31,4,0,1,9,1,184,2,11,55,152,1,208
7,1,69,103,31,4,0,1,9,1,184,2,11,55,152,1,208
LEFFERTS BLVD.,1,11,18,5,1,0,0,4,19,6,7,0,3,33,0,36
A,1,11,18,5,1,0,0,4,19,6,7,0,3,33,0,36
MAIN ST.-FLUSHING,7,221,383,156,37,2,0,189,29,503,44,41,212,592,2,806
7,7,221,383,156,37,2,0,189,29,503,44,41,212,592,2,806
NORTHERN BLVD.,0,5,10,2,0,0,1,0,1,13,1,1,1,16,0,17
"M,R",0,5,10,2,0,0,1,0,1,13,1,1,1,16,0,17
PARSONS BLVD.,0,10,21,12,0,0,2,2,6,24,6,3,6,37,0,43
F,0,10,21,12,0,0,2,2,6,24,6,3,6,37,0,43
PARSONS/ARCHER-JAMAICA CENTER,1,8,15,9,0,0,0,1,15,12,5,0,2,30,1,33
"E,J,Z",1,8,15,9,0,0,0,1,15,12,5,0,2,30,1,33
QUEENS PLAZA,0,6,11,2,1,0,0,5,0,13,1,1,4,16,0,20
"E,M,R",0,6,11,2,1,0,0,5,0,13,1,1,4,16,0,20
QUEENSBORO PLAZA,0,21,15,6,0,0,0,9,5,23,0,5,12,30,0,42
"N,Q,7",0,21,15,6,0,0,0,9,5,23,0,5,12,30,0,42
ROCKAWAY BLVD.,0,22,38,14,3,0,0,11,30,28,5,3,19,58,0,77
A,0,22,38,14,3,0,0,11,30,28,5,3,19,58,0,77
ROCKAWAY PARK-BEACH 116 ST.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"A,S",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
ROOSEVELT AVE.-JACKSON HEIGHTS,3,99,116,63,8,0,6,71,10,152,32,18,65,223,1,289
"E,F,M,R",3,99,116,63,8,0,6,71,10,152,32,18,65,223,1,289
ROOSEVELT ISLAND,0,0,2,1,0,0,0,0,2,1,0,0,1,2,0,3
F,0,0,2,1,0,0,0,0,2,1,0,0,1,2,0,3
STEINWAY ST.,0,2,0,0,2,0,0,1,0,2,1,0,0,4,0,4
"M,R",0,2,0,0,2,0,0,1,0,2,1,0,0,4,0,4
SUTPHIN BLVD.,0,9,5,5,1,0,0,1,2,14,3,0,4,16,0,20
F,0,9,5,5,1,0,0,1,2,14,3,0,4,16,0,20
SUTPHIN BLVD.-ARCHER AVE.,3,33,74,42,4,1,1,10,58,32,18,38,58,96,3,157
"E,J,Z",3,33,74,42,4,1,1,10,58,32,18,38,58,96,3,157
UNION TURNPIKE-KEW GARDENS,0,8,14,14,2,0,2,8,3,18,3,4,18,20,0,38
"E,F",0,8,14,14,2,0,2,8,3,18,3,4,18,20,0,38
VAN WYCK BLVD.-BRIARWOOD,0,3,0,3,0,0,0,1,0,3,0,2,3,3,0,6
"E,F",0,3,0,3,0,0,0,1,0,3,0,2,3,3,0,6
VERNON BLVD.-JACKSON AVE.,0,1,9,1,0,0,0,1,0,8,0,2,1,10,0,11
7,0,1,9,1,0,0,0,1,0,8,0,2,1,10,0,11
WILLETS POINT-SHEA STADIUM,0,1,3,1,0,0,0,0,0,5,0,0,0,5,0,5
7,0,1,3,1,0,0,0,0,0,5,0,0,0,5,0,5
WOODHAVEN BLVD.,0,13,19,14,2,0,0,9,6,22,5,6,9,39,0,48
"J,Z",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
"M,R",0,13,18,14,2,0,0,8,6,22,5,6,9,38,0,47
